last,first,pos,num,blocks,dz_block,nz_block,oz_block,p1_block,p2_block,p3_block,ot_block,5v5_block,ev_block,sh_block,pp_block,block_for_oi,block_for_oi_5v5,shot_blocked,dz_blocked,nz_blocked,oz_blocked,p1_blocked,p2_blocked,p3_blocked,ot_blocked,5v5_blocked,ev_blocked,sh_blocked,pp_blocked,block_against_oi,block_against_oi_5v5,block_wrist,block_slap,block_snap,block_back,block_deflect,block_tip,block_wrap,block_other,blocked_wrist,blocked_slap,blocked_snap,blocked_back,blocked_deflect,blocked_tip,blocked_wrap,blocked_other,g_block_5_5v5,b_block_5_5v5,g_block_10_5v5,b_block_10_5v5,g_block_5_ev,b_block_5_ev,g_block_10_ev,b_block_10_ev,g_block_5_pp,b_block_5_pp,g_block_10_pp,b_block_10_pp,g_block_5_sh,b_block_5_sh,g_block_10_sh,b_block_10_sh
BACKSTROM,NICKLAS,C,19,50.0,50.0,0.0,0.0,15.0,14.0,21.0,0.0,41.0,44.0,6.0,0.0,355.0,279.0,46.0,0.0,0.0,46.0,14.0,16.0,15.0,1.0,37.0,39.0,0.0,7.0,425.0,300.0,30.0,11.0,7.0,2.0,0.0,0.0,0.0,0.0,32.0,5.0,7.0,0.0,0.0,2.0,0.0,0.0,41.0,0.0,41.0,0.0,44.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0
PETAN,NICOLAS,C,19,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,8.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,10.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JOHANSEN,RYAN,C,19,12.0,12.0,0.0,0.0,6.0,5.0,1.0,0.0,11.0,12.0,0.0,0.0,138.0,124.0,42.0,0.0,1.0,41.0,10.0,12.0,19.0,1.0,26.0,29.0,0.0,13.0,164.0,103.0,6.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,14.0,8.0,17.0,2.0,0.0,0.0,0.0,1.0,11.0,0.0,11.0,0.0,12.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZAJAC,TRAVIS,C,19,41.0,39.0,0.0,2.0,9.0,17.0,12.0,3.0,23.0,28.0,13.0,0.0,342.0,221.0,36.0,0.0,0.0,36.0,7.0,18.0,11.0,0.0,30.0,33.0,1.0,2.0,259.0,176.0,18.0,15.0,4.0,3.0,1.0,0.0,0.0,0.0,24.0,2.0,9.0,1.0,0.0,0.0,0.0,0.0,23.0,0.0,23.0,0.0,28.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,13.0,0.0
BOUWMEESTER,JAY,D,19,110.0,110.0,0.0,0.0,35.0,34.0,41.0,0.0,81.0,87.0,22.0,1.0,406.0,287.0,77.0,2.0,0.0,75.0,26.0,30.0,21.0,0.0,72.0,73.0,0.0,4.0,318.0,293.0,75.0,21.0,12.0,1.0,0.0,0.0,0.0,1.0,46.0,27.0,3.0,1.0,0.0,0.0,0.0,0.0,81.0,0.0,81.0,0.0,87.0,0.0,87.0,0.0,1.0,0.0,1.0,0.0,22.0,0.0,22.0,0.0
SCHULTZ,JUSTIN,D,19,66.0,66.0,0.0,0.0,21.0,28.0,17.0,0.0,51.0,56.0,8.0,2.0,207.0,173.0,45.0,0.0,0.0,45.0,8.0,20.0,17.0,0.0,27.0,28.0,0.0,17.0,239.0,184.0,48.0,6.0,11.0,1.0,0.0,0.0,0.0,0.0,26.0,12.0,5.0,2.0,0.0,0.0,0.0,0.0,50.0,1.0,50.0,1.0,55.0,1.0,55.0,1.0,2.0,0.0,2.0,0.0,8.0,0.0,8.0,0.0
MAROON,PATRICK,L,19,10.0,10.0,0.0,0.0,2.0,3.0,5.0,0.0,10.0,10.0,0.0,0.0,178.0,171.0,30.0,0.0,0.0,30.0,12.0,9.0,9.0,0.0,24.0,26.0,0.0,4.0,245.0,181.0,6.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,21.0,3.0,3.0,2.0,0.0,1.0,0.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BENNETT,BEAU,R,19,6.0,6.0,0.0,0.0,2.0,1.0,3.0,0.0,5.0,6.0,0.0,0.0,71.0,67.0,25.0,0.0,0.0,25.0,11.0,4.0,10.0,0.0,20.0,22.0,0.0,3.0,106.0,85.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,21.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JONES,DAVID,R,19,28.0,28.0,0.0,0.0,10.0,9.0,9.0,0.0,27.0,28.0,0.0,0.0,226.0,216.0,24.0,0.0,0.0,24.0,6.0,12.0,6.0,0.0,24.0,24.0,0.0,0.0,156.0,151.0,14.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,18.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,27.0,0.0,27.0,0.0,28.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAST,JESPER,R,19,55.0,55.0,0.0,0.0,18.0,22.0,15.0,0.0,33.0,35.0,20.0,0.0,360.0,245.0,29.0,1.0,0.0,28.0,8.0,8.0,13.0,0.0,27.0,28.0,0.0,1.0,235.0,219.0,15.0,38.0,1.0,1.0,0.0,0.0,0.0,0.0,19.0,5.0,4.0,0.0,0.0,1.0,0.0,0.0,33.0,0.0,33.0,0.0,35.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0
LUPUL,JOFFREY,R,19,14.0,14.0,0.0,0.0,4.0,2.0,8.0,0.0,14.0,14.0,0.0,0.0,122.0,116.0,29.0,0.0,0.0,29.0,8.0,11.0,10.0,0.0,24.0,25.0,0.0,4.0,168.0,105.0,7.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,18.0,1.0,6.0,2.0,0.0,1.0,0.0,1.0,14.0,0.0,14.0,0.0,14.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DOAN,SHANE,R,19,15.0,15.0,0.0,0.0,8.0,3.0,3.0,1.0,13.0,14.0,1.0,0.0,257.0,223.0,55.0,0.0,0.0,55.0,12.0,16.0,26.0,1.0,37.0,42.0,1.0,12.0,355.0,218.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,8.0,4.0,2.0,0.0,0.0,0.0,0.0,13.0,0.0,13.0,0.0,14.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
CLENDENING,ADAM,D,2,4.0,4.0,0.0,0.0,1.0,0.0,3.0,0.0,3.0,4.0,0.0,0.0,17.0,16.0,8.0,0.0,0.0,8.0,3.0,3.0,2.0,0.0,7.0,7.0,0.0,1.0,29.0,25.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PARDY,ADAM,D,2,10.0,10.0,0.0,0.0,2.0,6.0,2.0,0.0,7.0,7.0,3.0,0.0,36.0,24.0,6.0,0.0,0.0,6.0,3.0,2.0,1.0,0.0,6.0,6.0,0.0,0.0,30.0,30.0,7.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0
SEKERA,ANDREJ,D,2,156.0,156.0,0.0,0.0,51.0,55.0,48.0,2.0,128.0,136.0,18.0,2.0,427.0,359.0,162.0,2.0,0.0,160.0,61.0,49.0,48.0,4.0,106.0,115.0,0.0,47.0,468.0,359.0,90.0,24.0,37.0,3.0,0.0,2.0,0.0,0.0,71.0,62.0,25.0,4.0,0.0,0.0,0.0,0.0,126.0,2.0,124.0,4.0,133.0,3.0,130.0,6.0,2.0,0.0,1.0,1.0,18.0,0.0,18.0,0.0
BODNARCHUK,ANDREW,D,2,9.0,9.0,0.0,0.0,4.0,2.0,3.0,0.0,8.0,8.0,1.0,0.0,56.0,54.0,11.0,0.0,0.0,11.0,3.0,6.0,2.0,0.0,11.0,11.0,0.0,0.0,46.0,45.0,6.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
BITETTO,ANTHONY,D,2,41.0,40.0,0.0,1.0,15.0,15.0,11.0,0.0,41.0,41.0,0.0,0.0,98.0,98.0,11.0,0.0,0.0,11.0,6.0,4.0,1.0,0.0,11.0,11.0,0.0,0.0,73.0,73.0,30.0,5.0,3.0,3.0,0.0,0.0,0.0,0.0,5.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,40.0,1.0,40.0,1.0,40.0,1.0,40.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SMITH,BRENDAN,D,2,42.0,42.0,0.0,0.0,16.0,10.0,16.0,0.0,28.0,34.0,8.0,0.0,180.0,138.0,57.0,0.0,0.0,57.0,15.0,21.0,21.0,0.0,51.0,53.0,0.0,4.0,256.0,235.0,20.0,9.0,12.0,0.0,0.0,0.0,0.0,1.0,26.0,22.0,8.0,1.0,0.0,0.0,0.0,0.0,28.0,0.0,28.0,0.0,34.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,8.0,0.0
HAMHUIS,DAN,D,2,72.0,72.0,0.0,0.0,23.0,30.0,19.0,0.0,47.0,49.0,23.0,0.0,247.0,177.0,64.0,0.0,0.0,64.0,13.0,27.0,24.0,0.0,56.0,58.0,1.0,5.0,254.0,208.0,44.0,15.0,9.0,3.0,1.0,0.0,0.0,0.0,34.0,23.0,7.0,0.0,0.0,0.0,0.0,0.0,45.0,2.0,45.0,2.0,47.0,2.0,47.0,2.0,0.0,0.0,0.0,0.0,23.0,0.0,23.0,0.0
PHANEUF,DION,D,2,27.0,27.0,0.0,0.0,9.0,11.0,6.0,1.0,17.0,21.0,5.0,1.0,103.0,74.0,40.0,0.0,0.0,40.0,14.0,11.0,13.0,2.0,32.0,34.0,0.0,6.0,111.0,86.0,17.0,5.0,4.0,1.0,0.0,0.0,0.0,0.0,18.0,11.0,10.0,1.0,0.0,0.0,0.0,0.0,16.0,1.0,16.0,1.0,20.0,1.0,20.0,1.0,1.0,0.0,1.0,0.0,5.0,0.0,5.0,0.0
KEITH,DUNCAN,D,2,116.0,116.0,0.0,0.0,40.0,39.0,36.0,1.0,83.0,89.0,25.0,2.0,380.0,287.0,102.0,0.0,0.0,102.0,29.0,37.0,35.0,1.0,71.0,81.0,2.0,19.0,413.0,304.0,83.0,13.0,12.0,4.0,0.0,0.0,0.0,4.0,24.0,72.0,6.0,0.0,0.0,0.0,0.0,0.0,81.0,2.0,79.0,4.0,87.0,2.0,85.0,4.0,2.0,0.0,2.0,0.0,25.0,0.0,24.0,1.0
COWEN,JARED,D,2,58.0,58.0,0.0,0.0,19.0,22.0,16.0,1.0,44.0,44.0,14.0,0.0,200.0,158.0,28.0,0.0,0.0,28.0,16.0,7.0,5.0,0.0,28.0,28.0,0.0,0.0,120.0,117.0,40.0,11.0,3.0,4.0,0.0,0.0,0.0,0.0,11.0,10.0,6.0,1.0,0.0,0.0,0.0,0.0,44.0,0.0,44.0,0.0,44.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,13.0,1.0
MOORE,JOHN,D,2,83.0,83.0,0.0,0.0,28.0,24.0,29.0,2.0,64.0,68.0,14.0,1.0,338.0,253.0,65.0,0.0,0.0,65.0,25.0,14.0,26.0,0.0,54.0,57.0,1.0,7.0,234.0,189.0,41.0,19.0,19.0,2.0,0.0,1.0,0.0,1.0,24.0,24.0,16.0,1.0,0.0,0.0,0.0,0.0,64.0,0.0,63.0,1.0,68.0,0.0,67.0,1.0,1.0,0.0,1.0,0.0,14.0,0.0,14.0,0.0
JOKIPAKKA,JYRKI,D,2,43.0,43.0,0.0,0.0,13.0,14.0,16.0,0.0,39.0,40.0,3.0,0.0,145.0,135.0,27.0,0.0,0.0,27.0,14.0,7.0,6.0,0.0,27.0,27.0,0.0,0.0,155.0,152.0,26.0,11.0,5.0,0.0,0.0,1.0,0.0,0.0,16.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,38.0,1.0,38.0,1.0,39.0,1.0,39.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0
BIEKSA,KEVIN,D,2,108.0,107.0,1.0,0.0,31.0,42.0,35.0,0.0,93.0,98.0,10.0,0.0,376.0,299.0,84.0,0.0,0.0,84.0,37.0,24.0,23.0,0.0,73.0,74.0,0.0,10.0,344.0,282.0,74.0,13.0,13.0,6.0,0.0,2.0,0.0,0.0,27.0,47.0,8.0,2.0,0.0,0.0,0.0,0.0,91.0,2.0,91.0,2.0,96.0,2.0,96.0,2.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0
RUSSELL,KRIS,D,2,36.0,36.0,0.0,0.0,11.0,11.0,13.0,1.0,26.0,31.0,4.0,1.0,97.0,69.0,8.0,0.0,0.0,8.0,4.0,3.0,1.0,0.0,8.0,8.0,0.0,0.0,61.0,40.0,16.0,13.0,2.0,4.0,1.0,0.0,0.0,0.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,26.0,0.0,26.0,0.0,30.0,1.0,30.0,1.0,1.0,0.0,1.0,0.0,4.0,0.0,4.0,0.0
GREENE,MATT,D,2,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,10.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HUNWICK,MATT,D,2,98.0,98.0,0.0,0.0,35.0,28.0,28.0,7.0,64.0,70.0,28.0,0.0,361.0,247.0,63.0,0.0,0.0,63.0,21.0,21.0,19.0,2.0,57.0,63.0,0.0,0.0,271.0,243.0,44.0,24.0,24.0,4.0,0.0,2.0,0.0,0.0,36.0,19.0,7.0,1.0,0.0,0.0,0.0,0.0,62.0,2.0,62.0,2.0,68.0,2.0,68.0,2.0,0.0,0.0,0.0,0.0,28.0,0.0,28.0,0.0
NISKANEN,MATT,D,2,145.0,144.0,0.0,1.0,50.0,39.0,51.0,5.0,94.0,110.0,27.0,8.0,538.0,377.0,115.0,1.0,0.0,114.0,33.0,41.0,41.0,0.0,84.0,90.0,0.0,25.0,464.0,348.0,91.0,30.0,20.0,4.0,0.0,0.0,0.0,0.0,57.0,41.0,16.0,1.0,0.0,0.0,0.0,0.0,92.0,2.0,92.0,2.0,107.0,3.0,107.0,3.0,8.0,0.0,8.0,0.0,27.0,0.0,27.0,0.0
HOLDEN,NICK,D,2,118.0,117.0,1.0,0.0,28.0,46.0,44.0,0.0,91.0,96.0,22.0,0.0,487.0,392.0,65.0,2.0,0.0,63.0,28.0,19.0,18.0,0.0,62.0,62.0,0.0,3.0,359.0,317.0,88.0,13.0,12.0,4.0,1.0,0.0,0.0,0.0,35.0,22.0,5.0,3.0,0.0,0.0,0.0,0.0,91.0,0.0,91.0,0.0,96.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,22.0,0.0
LEDDY,NICK,D,2,87.0,87.0,0.0,0.0,26.0,31.0,25.0,5.0,70.0,77.0,4.0,6.0,396.0,343.0,90.0,0.0,0.0,90.0,28.0,34.0,27.0,1.0,52.0,59.0,0.0,31.0,556.0,395.0,58.0,12.0,12.0,5.0,0.0,0.0,0.0,0.0,31.0,51.0,6.0,1.0,1.0,0.0,0.0,0.0,68.0,2.0,68.0,2.0,75.0,2.0,75.0,2.0,6.0,0.0,6.0,0.0,4.0,0.0,4.0,0.0
GROSSMANN,NICKLAS,D,2,73.0,73.0,0.0,0.0,17.0,27.0,29.0,0.0,49.0,51.0,22.0,0.0,272.0,192.0,32.0,1.0,0.0,31.0,17.0,7.0,8.0,0.0,31.0,31.0,1.0,0.0,183.0,178.0,40.0,22.0,4.0,4.0,0.0,3.0,0.0,0.0,18.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,48.0,1.0,48.0,1.0,50.0,1.0,50.0,1.0,0.0,0.0,0.0,0.0,22.0,0.0,22.0,0.0
KREIDER,CHRIS,C,20,33.0,32.0,0.0,1.0,13.0,9.0,10.0,1.0,32.0,33.0,0.0,0.0,288.0,266.0,60.0,0.0,0.0,60.0,16.0,22.0,22.0,0.0,54.0,56.0,0.0,4.0,336.0,250.0,19.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,41.0,7.0,9.0,1.0,0.0,2.0,0.0,0.0,32.0,0.0,32.0,0.0,33.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EAKIN,CODY,C,20,47.0,47.0,0.0,0.0,15.0,15.0,17.0,0.0,36.0,43.0,4.0,0.0,335.0,255.0,51.0,0.0,0.0,51.0,13.0,21.0,17.0,0.0,39.0,44.0,3.0,4.0,343.0,274.0,31.0,7.0,7.0,2.0,0.0,0.0,0.0,0.0,35.0,7.0,3.0,5.0,0.0,1.0,0.0,0.0,35.0,1.0,35.0,1.0,42.0,1.0,42.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0
UMBERGER,R.J.,C,20,15.0,14.0,0.0,1.0,3.0,6.0,6.0,0.0,14.0,14.0,1.0,0.0,99.0,97.0,12.0,0.0,0.0,12.0,1.0,6.0,5.0,0.0,12.0,12.0,0.0,0.0,83.0,76.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,14.0,0.0,14.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
NASH,RILEY,C,20,21.0,21.0,0.0,0.0,10.0,4.0,6.0,1.0,17.0,18.0,3.0,0.0,163.0,135.0,32.0,0.0,0.0,32.0,9.0,11.0,11.0,1.0,22.0,25.0,1.0,6.0,213.0,171.0,6.0,7.0,7.0,1.0,0.0,0.0,0.0,0.0,19.0,4.0,8.0,1.0,0.0,0.0,0.0,0.0,17.0,0.0,17.0,0.0,18.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0
CORRADO,FRANK,D,20,37.0,37.0,0.0,0.0,18.0,12.0,7.0,0.0,36.0,36.0,1.0,0.0,107.0,98.0,38.0,0.0,0.0,38.0,10.0,14.0,14.0,0.0,31.0,32.0,0.0,6.0,158.0,148.0,22.0,6.0,6.0,3.0,0.0,0.0,0.0,0.0,18.0,10.0,9.0,1.0,0.0,0.0,0.0,0.0,36.0,0.0,36.0,0.0,36.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
TAORMINA,MATT,D,20,3.0,3.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,3.0,0.0,0.0,5.0,4.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,11.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STANTON,RYAN,D,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SUTER,RYAN,D,20,142.0,139.0,1.0,2.0,48.0,46.0,44.0,4.0,108.0,122.0,13.0,7.0,544.0,421.0,146.0,1.0,0.0,145.0,46.0,44.0,54.0,2.0,83.0,97.0,0.0,49.0,564.0,379.0,97.0,18.0,22.0,5.0,0.0,0.0,0.0,0.0,94.0,34.0,17.0,1.0,0.0,0.0,0.0,0.0,106.0,2.0,105.0,3.0,120.0,2.0,119.0,3.0,7.0,0.0,7.0,0.0,13.0,0.0,13.0,0.0
BARTLEY,VICTOR,D,20,12.0,12.0,0.0,0.0,1.0,5.0,6.0,0.0,12.0,12.0,0.0,0.0,38.0,38.0,2.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,39.0,38.0,9.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,11.0,1.0,11.0,1.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BERRA,RETO,G,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,164.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STEEN,ALEXANDER,L,20,35.0,35.0,0.0,0.0,12.0,14.0,8.0,1.0,25.0,27.0,6.0,2.0,328.0,239.0,66.0,0.0,0.0,66.0,17.0,25.0,22.0,2.0,37.0,45.0,1.0,20.0,339.0,230.0,14.0,18.0,3.0,0.0,0.0,0.0,0.0,0.0,41.0,22.0,2.0,0.0,0.0,1.0,0.0,0.0,25.0,0.0,25.0,0.0,27.0,0.0,27.0,0.0,2.0,0.0,2.0,0.0,6.0,0.0,6.0,0.0
SAAD,BRANDON,L,20,25.0,23.0,0.0,2.0,12.0,10.0,3.0,0.0,21.0,23.0,1.0,1.0,296.0,267.0,84.0,0.0,1.0,83.0,24.0,22.0,34.0,4.0,64.0,75.0,3.0,6.0,354.0,265.0,5.0,12.0,8.0,0.0,0.0,0.0,0.0,0.0,44.0,7.0,23.0,10.0,0.0,0.0,0.0,0.0,21.0,0.0,21.0,0.0,23.0,0.0,23.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
HIGGINS,CHRIS,L,20,18.0,18.0,0.0,0.0,5.0,9.0,4.0,0.0,14.0,14.0,4.0,0.0,102.0,73.0,17.0,0.0,0.0,17.0,8.0,5.0,4.0,0.0,17.0,17.0,0.0,0.0,85.0,82.0,9.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,13.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,14.0,0.0,14.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0
THOMAS,CHRISTIAN,L,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,3.0,0.0,0.0,3.0,1.0,0.0,2.0,0.0,3.0,3.0,0.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MILLER,DREW,L,20,33.0,33.0,0.0,0.0,10.0,14.0,9.0,0.0,16.0,16.0,17.0,0.0,110.0,57.0,6.0,0.0,0.0,6.0,1.0,2.0,3.0,0.0,6.0,6.0,0.0,0.0,34.0,33.0,10.0,16.0,7.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,16.0,0.0,16.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,17.0,0.0
GAZDIC,LUKE,L,20,9.0,9.0,0.0,0.0,5.0,2.0,2.0,0.0,9.0,9.0,0.0,0.0,43.0,43.0,6.0,0.0,0.0,6.0,2.0,2.0,2.0,0.0,6.0,6.0,0.0,0.0,49.0,49.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,9.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STEMPNIAK,LEE,R,20,34.0,34.0,0.0,0.0,7.0,13.0,13.0,1.0,25.0,30.0,4.0,0.0,316.0,241.0,59.0,1.0,0.0,58.0,25.0,15.0,18.0,1.0,52.0,55.0,0.0,4.0,275.0,216.0,12.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,34.0,7.0,15.0,2.0,1.0,0.0,0.0,0.0,25.0,0.0,25.0,0.0,30.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0
SALOMAKI,MIIKKA,R,20,30.0,30.0,0.0,0.0,10.0,11.0,9.0,0.0,24.0,25.0,5.0,0.0,188.0,151.0,30.0,0.0,0.0,30.0,15.0,11.0,4.0,0.0,28.0,29.0,1.0,0.0,137.0,132.0,10.0,16.0,4.0,0.0,0.0,0.0,0.0,0.0,21.0,3.0,4.0,2.0,0.0,0.0,0.0,0.0,24.0,0.0,24.0,0.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0
SUTTER,BRANDON,C,21,10.0,10.0,0.0,0.0,2.0,4.0,3.0,1.0,7.0,9.0,1.0,0.0,73.0,59.0,10.0,0.0,0.0,10.0,5.0,1.0,4.0,0.0,4.0,8.0,0.0,2.0,73.0,41.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,0.0,9.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
LAICH,BROOKS,C,21,25.0,25.0,0.0,0.0,12.0,7.0,4.0,2.0,7.0,8.0,17.0,0.0,167.0,100.0,17.0,0.0,0.0,17.0,8.0,6.0,3.0,0.0,17.0,17.0,0.0,0.0,132.0,126.0,13.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,0.0,8.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,17.0,0.0
STEPAN,DEREK,C,21,39.0,39.0,0.0,0.0,20.0,12.0,7.0,0.0,27.0,29.0,10.0,0.0,318.0,239.0,52.0,0.0,0.0,52.0,18.0,16.0,17.0,1.0,35.0,39.0,1.0,12.0,315.0,212.0,23.0,11.0,5.0,0.0,0.0,0.0,0.0,0.0,30.0,11.0,9.0,1.0,0.0,1.0,0.0,0.0,27.0,0.0,27.0,0.0,29.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0
